product_id,product_name,created_at,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,average_daily_usage,unit_cost,total_value,last_order_date,last_stock_count_date,expiration_date,year,month,day,day_of_week,week_of_year,days_since_last_order,days_since_last_count,days_to_expiration,target_quantity_on_hand
pdct0002,Producto HomeLife 2,2023-09-29 08:18:36,82.0,13.0,69.0,10.0,24.0,68.0,3.53,74.62,6118.84,2023-08-14,2023-08-22,2099-12-31,2023.0,9.0,29.0,4.0,39.0,46.0,38.0,27851.0,82.0
pdct0002,Producto HomeLife 2,2023-10-10 05:46:56,83.0,13.0,70.0,5.0,28.0,77.0,4.29,39.0,3237.0,2023-07-08,2023-08-24,2099-12-31,2023.0,10.0,10.0,1.0,41.0,94.0,47.0,27840.0,83.0
pdct0002,Producto HomeLife 2,2023-11-08 17:18:36,93.0,12.0,81.0,9.0,12.0,36.0,3.19,21.21,1972.53,2023-10-07,2023-10-23,2099-12-31,2023.0,11.0,8.0,2.0,45.0,32.0,16.0,27811.0,93.0
pdct0002,Producto HomeLife 2,2023-11-19 17:30:51,121.0,16.0,105.0,15.0,37.0,101.0,5.86,38.29,4633.09,2023-11-06,2023-11-12,2099-12-31,2023.0,11.0,19.0,6.0,46.0,13.0,7.0,27800.0,121.0
pdct0002,Producto HomeLife 2,2023-12-04 01:54:18,89.0,22.0,67.0,12.0,40.0,117.0,6.28,19.5,1735.5,2023-11-23,2023-11-25,2099-12-31,2023.0,12.0,4.0,0.0,49.0,11.0,9.0,27785.0,89.0
pdct0002,Producto HomeLife 2,2024-01-08 00:47:16,79.0,12.0,67.0,10.0,14.0,77.0,4.0,23.03,1819.37,2023-10-17,2023-12-10,2099-12-31,2024.0,1.0,8.0,0.0,2.0,83.0,29.0,27750.0,79.0
pdct0002,Producto HomeLife 2,2024-01-27 07:50:37,74.0,9.0,65.0,3.0,24.0,66.0,3.41,30.05,2223.7,2023-10-29,2024-01-04,2099-12-31,2024.0,1.0,27.0,5.0,4.0,90.0,23.0,27731.0,74.0
pdct0002,Producto HomeLife 2,2024-01-27 10:31:04,85.0,16.0,69.0,15.0,36.0,111.0,6.05,16.08,1366.8,2023-10-21,2023-12-28,2099-12-31,2024.0,1.0,27.0,5.0,4.0,98.0,30.0,27731.0,85.0
pdct0002,Producto HomeLife 2,2024-01-29 15:07:57,96.0,11.0,85.0,16.0,23.0,112.0,6.29,0.05,4.8,2023-12-24,2024-01-22,2099-12-31,2024.0,1.0,29.0,0.0,5.0,36.0,7.0,27729.0,96.0
pdct0002,Producto HomeLife 2,2024-02-28 18:23:44,130.0,18.0,112.0,8.0,21.0,53.0,3.03,22.44,2917.2,2024-02-19,2024-02-19,2099-12-31,2024.0,2.0,28.0,2.0,9.0,9.0,9.0,27699.0,130.0
pdct0002,Producto HomeLife 2,2024-03-21 08:07:12,66.0,16.0,50.0,14.0,49.0,62.0,5.68,2.53,166.98,2024-02-05,2024-03-12,2099-12-31,2024.0,3.0,21.0,3.0,12.0,45.0,9.0,27677.0,66.0
pdct0002,Producto HomeLife 2,2024-04-05 21:35:15,105.0,17.0,88.0,10.0,36.0,64.0,4.06,18.3,1921.5,2023-12-11,2023-12-24,2099-12-31,2024.0,4.0,5.0,4.0,14.0,116.0,103.0,27662.0,105.0
pdct0002,Producto HomeLife 2,2024-07-06 17:10:24,89.0,15.0,74.0,11.0,23.0,59.0,5.15,35.85,3190.65,2024-05-03,2024-06-13,2099-12-31,2024.0,7.0,6.0,5.0,27.0,64.0,23.0,27570.0,89.0
pdct0002,Producto HomeLife 2,2024-09-06 10:05:50,73.0,8.0,65.0,9.0,45.0,81.0,5.16,17.94,1309.62,2024-05-18,2024-06-25,2099-12-31,2024.0,9.0,6.0,4.0,36.0,111.0,73.0,27508.0,73.0
pdct0002,Producto HomeLife 2,2024-09-09 09:04:50,103.0,14.0,89.0,7.0,24.0,60.0,3.33,11.28,1161.84,2024-05-25,2024-06-01,2099-12-31,2024.0,9.0,9.0,0.0,37.0,107.0,100.0,27505.0,103.0
pdct0002,Producto HomeLife 2,2024-10-22 12:30:24,97.0,12.0,85.0,11.0,17.0,44.0,4.34,9.03,875.91,2024-10-11,2024-10-17,2099-12-31,2024.0,10.0,22.0,1.0,43.0,11.0,5.0,27462.0,97.0
pdct0002,Producto HomeLife 2,2024-11-02 02:07:43,91.0,16.0,75.0,11.0,22.0,87.0,4.87,26.45,2406.95,2024-08-30,2024-09-21,2099-12-31,2024.0,11.0,2.0,5.0,44.0,64.0,42.0,27451.0,91.0
pdct0002,Producto HomeLife 2,2024-12-05 04:42:55,61.0,13.0,48.0,5.0,42.0,56.0,4.83,16.98,1035.78,2024-11-23,2024-12-05,2099-12-31,2024.0,12.0,5.0,3.0,49.0,12.0,0.0,27418.0,61.0
pdct0002,,2025-01-14 00:00:00,0.0,13.0,48.0,,42.0,56.0,4.83,16.98,1035.78,,,,,12.0,,3.0,,12.0,0.0,27418.0,
pdct0003,Marca RefrescoPlus 3,2023-01-27 11:58:07,96.0,20.0,76.0,13.0,19.0,56.0,5.24,44.45,4267.2,2022-10-02,2022-12-29,2024-01-01,2023.0,1.0,27.0,4.0,4.0,117.0,29.0,338.0,96.0
pdct0003,Marca RefrescoPlus 3,2023-02-12 18:22:19,82.0,7.0,75.0,10.0,51.0,84.0,7.48,42.26,3465.32,2022-12-29,2023-01-13,2024-01-01,2023.0,2.0,12.0,6.0,6.0,45.0,30.0,322.0,82.0
pdct0003,Marca RefrescoPlus 3,2023-03-18 22:32:34,139.0,17.0,122.0,17.0,34.0,108.0,7.33,46.28,6432.92,2022-12-16,2023-02-23,2023-08-08,2023.0,3.0,18.0,5.0,11.0,92.0,23.0,142.0,139.0
pdct0003,Marca RefrescoPlus 3,2023-05-22 11:30:14,115.0,18.0,97.0,7.0,15.0,77.0,4.7,67.69,7784.35,2023-02-24,2023-03-08,2023-08-25,2023.0,5.0,22.0,0.0,21.0,87.0,75.0,94.0,115.0
pdct0003,Marca RefrescoPlus 3,2023-07-14 12:40:37,122.0,21.0,101.0,9.0,39.0,106.0,5.69,4.61,562.42,2023-04-29,2023-05-06,2024-06-30,2023.0,7.0,14.0,4.0,28.0,76.0,69.0,351.0,122.0
pdct0003,Marca RefrescoPlus 3,2023-07-25 17:25:56,82.0,13.0,69.0,12.0,37.0,144.0,7.98,9.63,789.66,2023-07-07,2023-07-10,2024-07-10,2023.0,7.0,25.0,1.0,30.0,18.0,15.0,350.0,82.0
pdct0003,Marca RefrescoPlus 3,2023-09-25 01:51:33,116.0,18.0,98.0,8.0,48.0,88.0,5.03,18.23,2114.68,2023-08-29,2023-09-11,2024-06-21,2023.0,9.0,25.0,0.0,39.0,27.0,14.0,269.0,116.0
pdct0003,Marca RefrescoPlus 3,2023-11-28 05:33:04,87.0,21.0,66.0,6.0,28.0,50.0,4.45,42.51,3698.37,2023-09-28,2023-10-09,2023-11-25,2023.0,11.0,28.0,1.0,48.0,61.0,50.0,0.0,87.0
pdct0003,Marca RefrescoPlus 3,2023-12-18 13:53:37,81.0,13.0,68.0,12.0,33.0,80.0,5.22,49.15,3981.15,2023-10-31,2023-11-05,2024-08-01,2023.0,12.0,18.0,0.0,51.0,48.0,43.0,226.0,81.0
pdct0003,Marca RefrescoPlus 3,2024-01-14 22:19:23,128.0,18.0,110.0,13.0,29.0,99.0,5.76,42.68,5463.04,2023-11-26,2023-12-09,2024-12-04,2024.0,1.0,14.0,6.0,2.0,49.0,36.0,324.0,128.0
pdct0003,Marca RefrescoPlus 3,2024-03-04 10:38:10,96.0,22.0,74.0,11.0,43.0,67.0,6.25,43.76,4200.96,2023-12-17,2024-01-06,2024-03-25,2024.0,3.0,4.0,0.0,10.0,78.0,58.0,20.0,96.0
pdct0003,Marca RefrescoPlus 3,2024-08-17 03:17:17,103.0,15.0,88.0,15.0,49.0,84.0,5.8,37.77,3890.31,2024-06-27,2024-07-03,2025-05-10,2024.0,8.0,17.0,5.0,33.0,51.0,45.0,265.0,103.0
pdct0003,Marca RefrescoPlus 3,2024-11-10 07:29:09,117.0,16.0,101.0,8.0,19.0,74.0,4.88,47.61,5570.37,2024-08-19,2024-10-11,2024-10-29,2024.0,11.0,10.0,6.0,45.0,83.0,30.0,0.0,117.0
pdct0003,Marca RefrescoPlus 3,2024-11-25 15:41:07,91.0,14.0,77.0,19.0,56.0,101.0,6.48,18.17,1653.47,2024-07-28,2024-10-16,2025-06-26,2024.0,11.0,25.0,0.0,48.0,120.0,40.0,212.0,91.0
pdct0004,Item ActiveZone 4,2023-02-09 04:28:39,82.0,8.0,74.0,9.0,29.0,58.0,3.52,28.95,2373.9,2023-01-02,2023-01-10,2099-12-31,2023.0,2.0,9.0,3.0,6.0,38.0,30.0,28083.0,82.0
pdct0004,Item ActiveZone 4,2023-02-20 17:23:04,56.0,9.0,47.0,4.0,31.0,43.0,3.15,49.08,2748.48,2022-12-27,2023-02-19,2099-12-31,2023.0,2.0,20.0,0.0,8.0,55.0,1.0,28072.0,56.0
pdct0004,Item ActiveZone 4,2023-02-27 20:57:37,79.0,12.0,67.0,11.0,30.0,78.0,4.1,25.06,1979.74,2022-11-01,2023-02-15,2099-12-31,2023.0,2.0,27.0,0.0,9.0,118.0,12.0,28065.0,79.0
pdct0004,Item ActiveZone 4,2023-03-28 22:48:12,93.0,8.0,85.0,4.0,20.0,38.0,2.19,1.34,124.62,2023-01-04,2023-01-14,2099-12-31,2023.0,3.0,28.0,1.0,13.0,83.0,73.0,28036.0,93.0
pdct0004,Item ActiveZone 4,2023-05-08 12:31:18,54.0,11.0,43.0,5.0,21.0,56.0,2.93,19.09,1030.86,2023-03-19,2023-04-01,2099-12-31,2023.0,5.0,8.0,0.0,19.0,50.0,37.0,27995.0,54.0
pdct0004,Item ActiveZone 4,2023-06-12 13:29:38,82.0,11.0,71.0,11.0,25.0,71.0,3.94,54.53,4471.46,2023-04-03,2023-04-06,2099-12-31,2023.0,6.0,12.0,0.0,24.0,70.0,67.0,27960.0,82.0
pdct0004,Item ActiveZone 4,2023-06-14 16:07:09,83.0,16.0,67.0,8.0,35.0,59.0,4.41,28.97,2404.51,2023-03-09,2023-04-03,2099-12-31,2023.0,6.0,14.0,2.0,24.0,97.0,72.0,27958.0,83.0
pdct0004,Item ActiveZone 4,2023-06-30 06:27:47,63.0,20.0,43.0,5.0,22.0,32.0,2.6,1.25,78.75,2023-06-21,2023-06-24,2099-12-31,2023.0,6.0,30.0,4.0,26.0,9.0,6.0,27942.0,63.0
pdct0004,Item ActiveZone 4,2023-12-18 23:13:13,83.0,11.0,72.0,10.0,31.0,61.0,3.29,8.65,717.95,2023-11-21,2023-11-28,2099-12-31,2023.0,12.0,18.0,0.0,51.0,27.0,20.0,27771.0,83.0
pdct0004,Item ActiveZone 4,2024-01-01 16:30:17,71.0,10.0,61.0,6.0,14.0,66.0,3.55,43.32,3075.72,2023-12-29,2023-12-30,2099-12-31,2024.0,1.0,1.0,0.0,1.0,3.0,2.0,27757.0,71.0
pdct0004,Item ActiveZone 4,2024-01-10 21:07:34,87.0,7.0,80.0,9.0,22.0,47.0,2.91,6.56,570.72,2024-01-05,2024-01-07,2099-12-31,2024.0,1.0,10.0,2.0,2.0,5.0,3.0,27748.0,87.0
pdct0004,Item ActiveZone 4,2024-02-08 20:06:27,38.0,5.0,33.0,7.0,19.0,75.0,4.31,16.88,641.44,2023-10-21,2023-12-12,2099-12-31,2024.0,2.0,8.0,3.0,6.0,110.0,58.0,27719.0,38.0
pdct0004,Item ActiveZone 4,2024-04-29 10:38:07,49.0,9.0,40.0,7.0,21.0,43.0,3.25,15.16,742.84,2024-02-23,2024-03-15,2099-12-31,2024.0,4.0,29.0,0.0,18.0,66.0,45.0,27638.0,49.0
pdct0004,Item ActiveZone 4,2024-07-06 16:37:29,65.0,15.0,50.0,10.0,31.0,56.0,3.31,35.72,2321.8,2024-05-05,2024-05-28,2099-12-31,2024.0,7.0,6.0,5.0,27.0,62.0,39.0,27570.0,65.0
pdct0004,Item ActiveZone 4,2024-07-20 03:25:31,63.0,8.0,55.0,5.0,14.0,57.0,3.28,40.84,2572.92,2024-04-27,2024-05-24,2099-12-31,2024.0,7.0,20.0,5.0,29.0,84.0,57.0,27556.0,63.0
pdct0004,Item ActiveZone 4,2024-08-05 05:44:14,76.0,12.0,64.0,5.0,18.0,28.0,2.05,8.74,664.24,2024-05-12,2024-06-13,2099-12-31,2024.0,8.0,5.0,0.0,32.0,85.0,53.0,27540.0,76.0
pdct0004,Item ActiveZone 4,2024-11-03 13:20:37,33.0,12.0,21.0,9.0,26.0,40.0,2.96,9.48,312.84,2024-07-10,2024-09-15,2099-12-31,2024.0,11.0,3.0,6.0,44.0,116.0,49.0,27450.0,33.0
pdct0004,Item ActiveZone 4,2024-12-26 06:37:16,78.0,8.0,70.0,3.0,13.0,27.0,2.08,18.12,1413.36,2024-10-22,2024-11-20,2099-12-31,2024.0,12.0,26.0,3.0,52.0,65.0,36.0,27397.0,78.0
pdct0005,Producto La Vaquita 5,2023-03-03 20:37:30,113.0,21.0,92.0,19.0,38.0,148.0,7.77,41.93,4738.09,2022-11-27,2023-02-08,2023-01-09,2023.0,3.0,3.0,4.0,9.0,96.0,23.0,0.0,113.0
pdct0005,Producto La Vaquita 5,2023-06-01 17:14:19,139.0,16.0,123.0,5.0,30.0,54.0,4.04,23.8,3308.2,2023-03-17,2023-04-28,2024-03-04,2023.0,6.0,1.0,3.0,22.0,76.0,34.0,276.0,139.0
pdct0005,Producto La Vaquita 5,2023-07-05 00:09:58,114.0,19.0,95.0,23.0,34.0,151.0,8.32,7.71,878.94,2023-04-02,2023-05-25,2023-12-12,2023.0,7.0,5.0,2.0,27.0,94.0,41.0,159.0,114.0
pdct0005,Producto La Vaquita 5,2023-07-26 14:15:42,94.0,20.0,74.0,17.0,49.0,66.0,6.09,5.27,495.38,2023-04-10,2023-04-11,2024-03-01,2023.0,7.0,26.0,2.0,30.0,107.0,106.0,218.0,94.0
pdct0005,Producto La Vaquita 5,2023-09-10 20:58:13,96.0,15.0,81.0,12.0,43.0,129.0,7.75,53.32,5118.72,2023-07-15,2023-08-19,2023-12-06,2023.0,9.0,10.0,6.0,36.0,57.0,22.0,86.0,96.0
pdct0005,Producto La Vaquita 5,2023-10-28 10:17:18,112.0,15.0,97.0,22.0,42.0,143.0,8.13,14.21,1591.52,2023-08-14,2023-09-16,2024-09-14,2023.0,10.0,28.0,5.0,43.0,75.0,42.0,321.0,112.0
pdct0005,Producto La Vaquita 5,2023-11-02 21:04:11,147.0,26.0,121.0,21.0,40.0,121.0,8.08,9.74,1431.78,2023-10-16,2023-10-21,2024-04-30,2023.0,11.0,2.0,3.0,44.0,17.0,12.0,179.0,147.0
pdct0005,Producto La Vaquita 5,2024-01-31 10:30:02,113.0,23.0,90.0,16.0,52.0,169.0,8.74,12.3,1389.9,2023-10-12,2023-10-25,2024-10-21,2024.0,1.0,31.0,2.0,5.0,111.0,98.0,263.0,113.0
pdct0005,Producto La Vaquita 5,2024-05-25 08:28:54,141.0,16.0,125.0,10.0,33.0,68.0,4.44,53.47,7539.27,2024-04-26,2024-04-28,2025-03-24,2024.0,5.0,25.0,5.0,21.0,29.0,27.0,302.0,141.0
pdct0005,Producto La Vaquita 5,2024-06-30 23:32:13,111.0,23.0,88.0,13.0,52.0,135.0,7.45,47.28,5248.08,2024-06-23,2024-06-26,2024-11-09,2024.0,6.0,30.0,6.0,26.0,7.0,4.0,131.0,111.0
pdct0005,Producto La Vaquita 5,2024-07-02 09:30:56,127.0,15.0,112.0,24.0,34.0,142.0,8.0,2.96,375.92,2024-03-06,2024-06-21,2024-12-13,2024.0,7.0,2.0,1.0,27.0,118.0,11.0,163.0,127.0
pdct0005,Producto La Vaquita 5,2024-07-29 13:30:39,127.0,17.0,110.0,10.0,12.0,37.0,3.34,22.93,2912.11,2024-04-27,2024-05-26,2025-07-14,2024.0,7.0,29.0,0.0,31.0,93.0,64.0,349.0,127.0
pdct0005,Producto La Vaquita 5,2024-09-26 10:25:39,121.0,23.0,98.0,14.0,60.0,132.0,8.84,4.9,592.9,2024-07-02,2024-09-26,2025-07-19,2024.0,9.0,26.0,3.0,39.0,86.0,0.0,295.0,121.0
pdct0005,Producto La Vaquita 5,2024-12-16 08:20:12,124.0,22.0,102.0,11.0,23.0,138.0,6.88,50.91,6312.84,2024-11-11,2024-11-18,2025-02-07,2024.0,12.0,16.0,0.0,51.0,35.0,28.0,52.0,124.0
pdct0005,Producto La Vaquita 5,2024-12-22 08:41:34,137.0,18.0,119.0,8.0,22.0,75.0,4.88,35.16,4816.92,2024-12-20,2024-12-21,2025-05-20,2024.0,12.0,22.0,6.0,51.0,2.0,1.0,148.0,137.0
pdct0006,Producto HomeCare 6,2023-04-30 17:46:41,87.0,10.0,77.0,3.0,7.0,28.0,1.95,83.95,7303.65,2023-02-04,2023-03-04,2099-12-31,2023.0,4.0,30.0,6.0,17.0,85.0,57.0,28003.0,87.0
pdct0006,Producto HomeCare 6,2023-05-17 11:52:12,60.0,11.0,49.0,5.0,24.0,83.0,4.29,21.38,1282.8,2023-03-11,2023-04-19,2099-12-31,2023.0,5.0,17.0,2.0,20.0,67.0,28.0,27986.0,60.0
pdct0006,Producto HomeCare 6,2023-07-13 11:59:52,61.0,16.0,45.0,8.0,32.0,51.0,3.77,18.64,1137.04,2023-03-20,2023-06-23,2099-12-31,2023.0,7.0,13.0,3.0,28.0,115.0,20.0,27929.0,61.0
pdct0006,Producto HomeCare 6,2023-10-03 12:35:17,86.0,16.0,70.0,8.0,26.0,49.0,3.41,9.54,820.44,2023-09-16,2023-09-30,2099-12-31,2023.0,10.0,3.0,1.0,40.0,17.0,3.0,27847.0,86.0
pdct0006,Producto HomeCare 6,2023-10-07 23:50:59,62.0,9.0,53.0,11.0,40.0,59.0,4.88,29.67,1839.54,2023-06-18,2023-07-04,2099-12-31,2023.0,10.0,7.0,5.0,40.0,111.0,95.0,27843.0,62.0
pdct0006,Producto HomeCare 6,2024-01-24 22:20:30,84.0,11.0,73.0,5.0,17.0,48.0,4.25,76.39,6416.76,2023-11-18,2024-01-03,2099-12-31,2024.0,1.0,24.0,2.0,4.0,67.0,21.0,27734.0,84.0
pdct0006,Producto HomeCare 6,2024-05-17 00:14:47,43.0,8.0,35.0,15.0,45.0,66.0,5.06,88.38,3800.34,2024-01-28,2024-03-08,2099-12-31,2024.0,5.0,17.0,4.0,20.0,110.0,70.0,27620.0,43.0
pdct0006,Producto HomeCare 6,2024-05-30 01:11:49,82.0,14.0,68.0,8.0,30.0,67.0,3.7,42.35,3472.7,2024-03-14,2024-04-17,2099-12-31,2024.0,5.0,30.0,3.0,22.0,77.0,43.0,27607.0,82.0
pdct0006,Producto HomeCare 6,2024-06-09 08:46:20,74.0,8.0,66.0,9.0,28.0,39.0,3.7,40.96,3031.04,2024-04-12,2024-05-17,2099-12-31,2024.0,6.0,9.0,6.0,23.0,58.0,23.0,27597.0,74.0
pdct0006,Producto HomeCare 6,2024-08-15 11:40:10,71.0,10.0,61.0,2.0,8.0,17.0,1.5,6.94,492.74,2024-04-26,2024-05-29,2099-12-31,2024.0,8.0,15.0,3.0,33.0,111.0,78.0,27530.0,71.0
pdct0006,Producto HomeCare 6,2024-09-10 10:54:43,48.0,10.0,38.0,3.0,14.0,47.0,3.07,24.88,1194.24,2024-09-10,2024-09-10,2099-12-31,2024.0,9.0,10.0,1.0,37.0,0.0,0.0,27504.0,48.0
pdct0006,Producto HomeCare 6,2024-12-17 04:58:24,98.0,13.0,85.0,5.0,25.0,41.0,2.77,34.9,3420.2,2024-10-16,2024-12-15,2099-12-31,2024.0,12.0,17.0,1.0,51.0,62.0,2.0,27406.0,98.0
pdct0006,Producto HomeCare 6,2024-12-28 18:37:14,69.0,13.0,56.0,12.0,19.0,78.0,4.76,1.93,133.17,2024-10-08,2024-11-22,2099-12-31,2024.0,12.0,28.0,5.0,52.0,81.0,36.0,27395.0,69.0
pdct0007,Marca ActiveZone 7,2023-03-07 10:13:18,54.0,10.0,44.0,6.0,19.0,47.0,3.35,7.98,430.92,2023-02-28,2023-03-06,2099-12-31,2023.0,3.0,7.0,1.0,10.0,7.0,1.0,28057.0,54.0
pdct0007,Marca ActiveZone 7,2023-03-29 04:40:30,91.0,9.0,82.0,10.0,25.0,67.0,3.89,44.83,4079.53,2023-01-02,2023-03-28,2099-12-31,2023.0,3.0,29.0,2.0,13.0,86.0,1.0,28035.0,91.0
pdct0007,Marca ActiveZone 7,2023-04-20 15:11:57,67.0,15.0,52.0,6.0,30.0,49.0,3.79,15.83,1060.61,2023-02-27,2023-04-09,2099-12-31,2023.0,4.0,20.0,3.0,16.0,52.0,11.0,28013.0,67.0
pdct0007,Marca ActiveZone 7,2023-07-15 05:47:23,39.0,17.0,22.0,6.0,23.0,42.0,3.68,32.9,1283.1,2023-04-06,2023-05-30,2099-12-31,2023.0,7.0,15.0,5.0,28.0,100.0,46.0,27927.0,39.0
pdct0007,Marca ActiveZone 7,2023-09-17 16:45:56,79.0,9.0,70.0,6.0,25.0,61.0,3.77,1.45,114.55,2023-06-02,2023-08-05,2099-12-31,2023.0,9.0,17.0,6.0,37.0,107.0,43.0,27863.0,79.0
pdct0007,Marca ActiveZone 7,2023-12-11 17:02:41,57.0,14.0,43.0,10.0,43.0,46.0,4.4,26.37,1503.09,2023-09-01,2023-09-19,2099-12-31,2023.0,12.0,11.0,0.0,50.0,101.0,83.0,27778.0,57.0
pdct0007,Marca ActiveZone 7,2023-12-24 20:18:05,72.0,7.0,65.0,6.0,15.0,44.0,2.73,16.61,1195.92,2023-09-29,2023-12-21,2099-12-31,2023.0,12.0,24.0,6.0,51.0,86.0,3.0,27765.0,72.0
pdct0007,Marca ActiveZone 7,2024-01-17 04:04:22,89.0,9.0,80.0,5.0,30.0,50.0,3.26,3.21,285.69,2023-10-19,2023-12-25,2099-12-31,2024.0,1.0,17.0,2.0,3.0,90.0,23.0,27741.0,89.0
pdct0007,Marca ActiveZone 7,2024-02-27 03:00:43,49.0,11.0,38.0,7.0,35.0,62.0,3.98,61.81,3028.69,2023-12-08,2023-12-14,2099-12-31,2024.0,2.0,27.0,1.0,9.0,81.0,75.0,27700.0,49.0
pdct0007,Marca ActiveZone 7,2024-02-29 15:53:06,79.0,8.0,71.0,9.0,20.0,60.0,3.29,2.79,220.41,2024-01-11,2024-02-25,2099-12-31,2024.0,2.0,29.0,3.0,9.0,49.0,4.0,27698.0,79.0
pdct0007,Marca ActiveZone 7,2024-05-31 07:42:53,39.0,11.0,28.0,6.0,28.0,41.0,3.81,0.13,5.07,2024-04-18,2024-04-19,2099-12-31,2024.0,5.0,31.0,4.0,22.0,43.0,42.0,27606.0,39.0
pdct0007,Marca ActiveZone 7,2024-06-03 15:43:39,62.0,9.0,53.0,4.0,15.0,56.0,2.78,1.15,71.3,2024-04-25,2024-05-05,2099-12-31,2024.0,6.0,3.0,0.0,23.0,39.0,29.0,27603.0,62.0
pdct0007,Marca ActiveZone 7,2024-08-06 03:10:23,70.0,11.0,59.0,7.0,34.0,49.0,3.55,60.55,4238.5,2024-07-23,2024-08-06,2099-12-31,2024.0,8.0,6.0,1.0,32.0,14.0,0.0,27539.0,70.0
pdct0007,Marca ActiveZone 7,2024-09-22 16:34:18,45.0,17.0,28.0,6.0,35.0,45.0,3.55,13.15,591.75,2024-07-30,2024-08-03,2099-12-31,2024.0,9.0,22.0,6.0,38.0,54.0,50.0,27492.0,45.0
pdct0007,Marca ActiveZone 7,2024-09-27 09:49:40,61.0,10.0,51.0,7.0,40.0,71.0,5.17,38.96,2376.56,2024-08-21,2024-09-11,2099-12-31,2024.0,9.0,27.0,4.0,39.0,37.0,16.0,27487.0,61.0
pdct0007,Marca ActiveZone 7,2024-10-23 16:06:42,67.0,4.0,63.0,7.0,34.0,63.0,3.51,16.11,1079.37,2024-08-31,2024-09-13,2099-12-31,2024.0,10.0,23.0,2.0,43.0,53.0,40.0,27461.0,67.0
pdct0007,Marca ActiveZone 7,2024-12-19 15:16:59,49.0,16.0,33.0,7.0,28.0,58.0,2.95,55.92,2740.08,2024-12-15,2024-12-18,2099-12-31,2024.0,12.0,19.0,3.0,51.0,4.0,1.0,27404.0,49.0
pdct0008,Item NaturalDrip 8,2023-01-20 19:59:46,88.0,16.0,72.0,10.0,41.0,65.0,5.57,11.33,997.04,2022-12-07,2023-01-16,2023-12-09,2023.0,1.0,20.0,4.0,3.0,44.0,4.0,322.0,88.0
pdct0008,Item NaturalDrip 8,2023-01-23 16:01:58,114.0,12.0,102.0,11.0,50.0,79.0,5.5,22.6,2576.4,2022-11-11,2023-01-07,2023-04-30,2023.0,1.0,23.0,0.0,4.0,73.0,16.0,96.0,114.0
pdct0008,Item NaturalDrip 8,2023-02-15 18:22:42,127.0,17.0,110.0,14.0,49.0,84.0,4.93,69.31,8802.37,2023-02-12,2023-02-12,2023-12-20,2023.0,2.0,15.0,2.0,7.0,3.0,3.0,307.0,127.0
